,Name,NCode,Series,SCode,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,id_Name,id_Rating,Key
12,Angola,AGO,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.69,-4.15,13.1,18.24,-5.62,-19.95,31.17,13.71,18.72,13.89,9.97,11.89,25.5,52.74,-13.55,-26.81,6.15,-26.35,0.0,70,2,12
13,Angola,AGO,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,-4.28,5.53,-5.35,-1.29,-2.1,-5.47,-8.84,-11.59,-7.66,-5.33,43.4,-11.55,-28.7,-27.8,8.72,-16.01,-0.98,-4.04,2.89,13.9,20.41,16.21,8.13,-10.77,9.19,11.96,11.07,6.11,-2.73,-11.78,-6.19,-0.92,9.52,7.41,1.63,12.46,70,2,13
14,Angola,AGO,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.63,7.07,9.23,4.79,2.93,6.42,10.77,17.52,18.35,40.2,26.21,20.62,32.79,16.74,15.25,13.57,10.52,12.98,9.66,2.44,8.5,4.45,4.13,6.02,7.45,12.43,20.03,33.25,22.92,22.26,30.99,32.43,26.28,70,2,14
15,Angola,AGO,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241320178.7,282814344.9,335520412.6,191267718.4,88548945.3,204132717.8,414832491.6,947223887.7,964534498.9,1487007553.4,1383536131.2,1679565380.7,2208991179.1,1424848885.4,1476277082.3,1867698095.1,2545708455.8,4329212396.3,4362663227.6,1576610560.3,3531791660.9,2289701493.7,2801776447.3,4324730859.4,4967718567.6,7131824194.0,6580590772.4,9398405253.0,8184151395.8,9312681448.3,11093330834.8,6962602255.5,8881146408.4,70,2,15
16,Angola,AGO,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265880178.7,325934344.9,388320412.6,245467718.4,154548945.3,259132717.8,467577491.6,996248887.7,1010884498.9,1532043553.4,1442655895.2,1720893709.4,2239066883.9,1450100926.4,1488737668.4,1885180263.9,2614479250.7,4429036868.6,4495341012.8,1634736351.4,4031638044.5,2961607175.2,3921535532.4,6055007325.4,5868273621.8,8328257346.1,8644239960.2,10972713279.8,9180831554.0,11046328784.1,11891218931.9,8533498747.9,11348241696.3,70,2,16
17,Angola,AGO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3,10.61,22.93,14.29,16.56,10.62,-2.65,-2.38,-5.12,5.2,-1.17,0.7,-14.69,-18.4,24.54,-7.61,-17.42,-6.7,10.42,70,2,17
18,Angola,AGO,Exports of goods and services (current US$),NE.EXP.GNFS.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8187952996.9,6736804052.06,8725781181.8,9676099739.57,13749769575.32,24225663183.76,33245105956.22,44319695565.28,64168383679.8,41310593206.45,50280434505.88,66395107686.34,69924162329.63,67697415578.91,61341442498.86,25951752164.81,14017381688.21,20004932389.84,31767752271.84,28271709349.17,19110949393.41,29843731084.83,70,2,18
19,Angola,AGO,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.82,0.44,8.87,4.74,13.18,24.46,32.31,27.75,23.59,-4.93,18.96,21.36,20.08,14.68,10.06,-3.38,2.88,5.75,15.29,23.75,19.4,28.08,70,2,19
20,Angola,AGO,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.69,85.69,84.88,287.57,326.52,581.12,241.06,180.9,147.81,194.75,223.25,131.08,119.01,66.8,56.66,46.52,37.15,21.44,20.71,20.84,31.94,36.3,34.7,32.37,35.84,36.4,60.13,123.72,92.31,88.88,102.75,137.52,100.66,70,2,20
21,Angola,AGO,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6676170079.9,7603459882.7,7702671839.4,8130429817.5,8691068178.9,9122081832.6,9544234897.9,9377299505.7,8681585483.1,9099557192.7,8713044776.2,8084844148.0,6982714292.1,7540350651.9,7634470053.7,8180879840.0,9532119023.4,7361981528.7,9240475948.2,12784883279.6,16897661332.2,20925636702.2,27011965146.9,26729517680.4,31530688364.4,38354646308.5,43198195899.5,53647438286.4,55661540355.0,59596245744.1,59651704524.5,58160145736.3,55280793876.5,70,2,21
22,Angola,AGO,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3158155000.0,5263592000.0,8772654000.0,5782766000.0,5375902000.0,4848215000.0,9337097000.0,11604367000.0,12740755000.0,11501583000.0,12035553000.0,10774129000.0,8541276000.0,70,2,22
23,Angola,AGO,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6676170079.9,7603459882.7,7702671839.4,8130429817.5,8691068178.9,9122081832.6,9544234897.9,9377299505.7,8681585483.1,9099557192.7,8713044776.2,8084844148.0,6982714292.1,7540350651.9,7634470053.7,8180879840.0,9532119023.4,7361981528.7,9240475948.2,12784883279.6,13739506332.2,15662044702.2,18239311146.9,20946751680.4,26154786364.4,33506431308.5,33861098899.5,42043071286.4,42920785355.0,48094662744.1,47616151524.5,47386016736.3,46739517876.5,70,2,23
24,Angola,AGO,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612607986.4,988436108.4,1297672619.4,1928777993.2,1880316458.9,2170673955.3,1957808164.2,1168519201.9,1266688669.9,1684519067.0,1585490036.8,1322915747.5,1451104782.3,1207525379.6,1074445507.7,1196323951.4,2316049837.9,2132485280.1,2269905861.5,2390637402.7,2592563310.2,4567673350.0,6061667120.6,8696153334.4,11341475129.1,7659997207.3,6050528839.7,4403910065.6,3708136673.4,2831731180.0,3263005515.4,6376640275.1,6123952020.6,70,2,24
25,Angola,AGO,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-278000000.0,-234000000.0,-119000000.0,-131000000.0,-200000000.0,335700000.0,-664500000.0,-287956000.0,-302100000.0,-170300000.0,-472427000.0,-180559000.0,-411660000.0,-1113970000.0,-2471460000.0,-878620000.0,-2145470000.0,-1643393000.0,-3481071780.0,-1413991820.0,1523198987.12,228299945.92,1805123607.46,890672963.88,-2198545055.42,4567640566.41,5116413413.76,2351103731.5,8041583616.63,-2770722210.79,-10813085379.27,452522618.92,8749300466.09,6461790580.61,1749052912.3,1956982582.07,3297745964.37,70,2,25
26,Angola,AGO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.88,2.09,1.8,1.1,3.68,3.31,1.47,1.49,1.96,-2.98,6.27,3.47,5.24,3.84,8.53,2.4,5.38,17.12,40.17,9.62,24.01,11.41,20.08,9.33,-3.53,-0.07,-1.37,1.9,3.14,-3.95,-2.76,-1.17,-5.34,2.66,11.5,-0.36,-10.72,-8.3,-5.91,-3.48,-6.46,70,2,26
27,Angola,AGO,"IMF repurchases and charges (TDS, current US$)",DT.TDS.DIMF.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14409764.0,15628328.7,7750704.8,6752041.0,5995586.1,8982168.8,12220794.9,16349472.3,14293785.2,3538791.1,984383.6,6980681.5,15405085.1,14278466.0,274997054.2,510508152.1,349732187.8,125810026.8,30099158.2,365335.8,23588097.1,22928492.4,60813287.9,70,2,27
28,Angola,AGO,Income share held by fourth 20%,SI.DST.04TH.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,70,2,28
29,Angola,AGO,Income share held by highest 20%,SI.DST.05TH.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.6,0.0,0.0,0.0,70,2,29
30,Angola,AGO,Income share held by third 20%,SI.DST.03RD.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,70,2,30
31,Angola,AGO,Income share held by highest 10%,SI.DST.10TH.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,70,2,31
32,Angola,AGO,Income share held by lowest 10%,SI.DST.FRST.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,70,2,32
33,Angola,AGO,Income share held by second 20%,SI.DST.02ND.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,70,2,33
34,Angola,AGO,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,70,2,34
35,Angola,AGO,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,0.0,0.0,0.0,70,2,35
36,Angola,AGO,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,70,2,36
37,Angola,AGO,Present value of external debt (current US$),DT.DOD.PVLX.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44780773294.3,70,2,37
38,Angola,AGO,Short-term debt (% of total external debt),DT.DOD.DSTC.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,11.5,14.42,19.17,17.79,19.22,17.02,11.08,12.73,15.62,14.85,13.55,16.53,13.24,11.79,12.21,18.92,21.53,19.01,15.33,12.79,17.05,17.48,23.4,25.57,16.32,12.15,7.53,6.21,4.44,5.04,9.44,9.1,70,2,38
39,Angola,AGO,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374707057.4,355705668.9,343098130.6,371160687.2,405682628.0,423985126.3,390203038.9,410714177.0,431421881.2,420506996.4,787056610.5,1302262652.3,1605921015.9,1739652880.5,1478597285.6,914027909.7,532051255.4,395881505.2,388801462.9,1374114587.4,1861295679.9,2992458754.3,5872361240.8,70,2,39
40,Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,7.2,7.61,6.9,5.82,9.18,9.62,8.61,6.51,5.06,6.92,9.09,9.15,7.59,11.74,8.16,7.87,9.53,13.06,10.36,7.68,6.6,6.91,7.53,9.68,10.43,10.56,10.42,9.83,10.99,11.58,28.38,25.93,23.85,23.25,23.03,22.66,22.06,19.56,18.93,18.45,16.24,14.62,14.41,10.71,12.53,11.32,14.44,17.92,16.61,18.03,28,3,40
41,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,34733000536.29,52544000116.9,72436777342.46,52438647921.92,51169499892.17,56781000101.08,58082870156.33,69252328951.64,76961923741.07,78676842366.55,84307486836.72,103979106777.91,79092001998.03,88416668900.26,110934442762.69,111106191358.2,126206817196.09,76636898036.47,141352368714.69,189719984268.49,228788617201.7,236741715015.02,257440000000.0,258031750000.0,272149750000.0,292859000000.0,298948250000.0,283523000000.0,284203750000.0,268696750000.0,97724004251.86,127586973492.18,164657930452.79,198737095012.28,232557260817.31,287530508430.57,361558037110.42,332976484577.62,423627422092.49,530163281574.66,545982375701.13,552025140252.25,526319673731.64,594749285413.21,557531376217.97,643628665302.16,524819742918.67,447754609218.68,385540224628.29,487227339102.67,28,3,41
42,Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.63,2.81,5.53,-0.03,-2.02,6.93,-4.51,10.22,1.52,-5.19,-0.74,4.35,1.57,-5.19,6.15,2.7,-1.09,-7.16,-2.47,9.13,7.94,8.21,5.84,-2.85,5.53,8.11,3.85,-3.39,-0.79,-4.41,-10.89,8.84,9.03,8.85,8.05,9.01,4.06,-5.92,10.13,6.0,-1.03,2.41,-2.51,2.73,-2.08,2.82,-2.62,-2.0,-9.94,10.4,28,3,42
43,Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.1,4.6,0.0,0.0,0.0,4.8,4.6,4.5,4.4,3.8,3.5,3.5,3.4,3.5,3.2,2.6,2.8,3.3,3.6,3.8,3.9,4.1,4.2,4.3,4.6,4.8,5.0,5.0,5.1,0.0,4.9,5.1,5.0,4.7,4.8,0.0,28,3,43
44,Argentina,ARG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,64.24,65.54,30.63,197.7,438.32,159.43,161.37,147.38,95.79,105.28,194.54,380.16,611.2,607.45,77.29,127.54,381.25,3046.09,2078.32,140.5,16.07,-3.56,2.85,3.17,-0.05,-0.46,-1.71,-1.84,1.04,-1.1,30.56,10.5,18.36,10.32,13.74,14.94,23.17,15.38,20.92,23.7,22.31,23.95,40.28,26.58,41.12,26.01,42.03,49.2,40.08,54.15,28,3,44
45,Argentina,ARG,Net migration,SM.POP.NETM,36601.0,39199.0,43652.0,-5357.0,-10308.0,-14695.0,-14673.0,-10236.0,-3466.0,10366.0,19326.0,29062.0,30810.0,31967.0,32496.0,32345.0,30243.0,20445.0,6021.0,-8569.0,-13201.0,-16383.0,-18725.0,-19736.0,-20396.0,-20588.0,-20331.0,-20220.0,-22770.0,-22787.0,-22668.0,-22353.0,-22336.0,-21961.0,-19958.0,-18051.0,-12450.0,-7869.0,-4970.0,-1011.0,3127.0,5369.0,5801.0,5522.0,5215.0,4926.0,4690.0,4478.0,2344.0,2344.0,28,3,45
46,Argentina,ARG,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.1,1.2,0.0,0.0,0.0,1.0,1.7,2.0,1.9,3.9,4.2,3.8,4.0,4.2,5.0,8.2,12.4,5.3,3.8,2.6,2.1,1.7,1.6,1.5,0.7,0.7,0.6,0.6,0.6,0.0,0.7,0.4,0.8,0.8,1.1,0.0,28,3,46
47,Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,25.7,32.0,35.5,42.0,0.0,28,3,47
48,Argentina,ARG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,28,3,48
